id_entrega,id_estudiante,fecha_subida,materia,tipo_proyecto,puntaje_obtenido,estado_entrega,campus_entrega,nombre_completo,fecha_nacimiento,carrera,campus_origen,tipo_beca,estado_academico,estudiante_identificado,puntaje_pendiente,anio_entrega,mes_entrega,aprobado,fecha_procesamiento
PRJ-2111,E041,2026-10-01,DataOps,Pipeline,87.0,Aprobado,Extensión,Andrés Palacios,2002-02-14,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2112,E044,2026-10-01,Desarrollo de Software,Prototipo,90.0,Aprobado,Extensión,Mónica Salgado,1999-08-08,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2113,E047,2026-10-02,Sistemas de Bases de Datos,Normalización,97.0,Aprobado,Extensión,Víctor Peña,2001-01-30,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2114,E049,2026-10-02,DataOps,Deploy,95.0,Aprobado,Extensión,Eduardo Falconí,2002-05-05,Ciencias de Datos,Extensión,Completa,Activo,True,False,2026,10,True,2026-08-18
PRJ-2115,E052,2026-10-03,Desarrollo de Software,API REST,96.0,Aprobado,Extensión,Carmen Iglesias,1997-10-24,Ingeniería de Software,Extensión,Completa,Egresado,True,False,2026,10,True,2026-08-18
PRJ-2116,E054,2026-10-03,Sistemas de Bases de Datos,Modelado ER,91.0,Aprobado,Extensión,Blanca Pinos,1998-02-28,Ingeniería de Software,Extensión,Parcial,Inactivo,True,False,2026,10,True,2026-08-18
PRJ-2117,E057,2026-10-04,DataOps,Pipeline,90.0,Aprobado,Extensión,Hugo Valencia,2000-08-08,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-2118,E059,2026-10-04,Desarrollo de Software,Testing,94.0,Aprobado,Extensión,Félix Zapata,2001-11-22,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2119,E555,2026-10-05,Sistemas de Bases de Datos,Script SQL,88.0,Aprobado,Extensión,,,,,,,False,False,2026,10,True,2026-08-18
PRJ-2120,E004,2026-10-05,DataOps,Deploy,91.0,Aprobado,Extensión,Valentina Castro,2001-04-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-2121,E005,2026-10-06,Desarrollo de Software,Prototipo,96.0,Aprobado,Extensión,Sebastián Ortiz,1997-05-12,Ciencias de Datos,Extensión,Ninguna,Egresado,True,False,2026,10,True,2026-08-18
PRJ-2122,E009,2026-10-06,Sistemas de Bases de Datos,Normalización,89.0,Aprobado,Extensión,Nicolás Cruz,2002-09-14,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2123,E010,2026-10-07,DataOps,Pipeline,99.0,Aprobado,Extensión,Sofía Paredes,2001-10-01,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,10,True,2026-08-18
PRJ-2124,E014,2026-10-07,Desarrollo de Software,API REST,85.0,Aprobado,Extensión,Emma Villagómez,2001-12-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-2125,E015,2026-10-08,Sistemas de Bases de Datos,Modelado ER,87.0,Aprobado,Extensión,Samuel Cárdenas,1999-12-18,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2126,E018,2026-10-08,DataOps,Deploy,97.0,Aprobado,Extensión,Victoria Luna,2001-02-03,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,10,True,2026-08-18
PRJ-2127,E019,2026-10-09,Desarrollo de Software,Testing,93.0,Aprobado,Extensión,Benjamín Franco,1999-02-15,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-2128,E022,2026-10-09,Sistemas de Bases de Datos,Script SQL,95.0,Aprobado,Extensión,Renata Silva,2002-04-05,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2129,E023,2026-10-10,DataOps,Pipeline,90.0,Aprobado,Extensión,Emiliano Paz,1999-04-18,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-2130,E026,2026-10-10,Desarrollo de Software,Prototipo,100.0,Aprobado,Extensión,Paula Arévalo,1998-06-11,Ciencias de Datos,Extensión,Parcial,Egresado,True,False,2026,10,True,2026-08-18
PRJ-2131,E029,2026-10-11,Sistemas de Bases de Datos,Normalización,86.0,Aprobado,Extensión,Felipe Montes,2000-09-05,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-2132,E030,2026-10-11,DataOps,Deploy,78.0,Revisión,Extensión,Samantha Arias,1998-10-22,Ingeniería de Software,Extensión,Ninguna,Inactivo,True,False,2026,10,False,2026-08-18
PRJ-2133,E032,2026-10-12,Desarrollo de Software,API REST,94.0,Aprobado,Extensión,Diana Rojas,1999-03-25,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2134,E034,2026-10-12,Sistemas de Bases de Datos,Modelado ER,98.0,Aprobado,Extensión,Andrea Pazmino,2002-08-05,Ciencias de Datos,Extensión,Completa,Activo,True,False,2026,10,True,2026-08-18
PRJ-2135,E036,2026-10-13,DataOps,Pipeline,91.0,Aprobado,Extensión,Elena Serrano,1998-12-12,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-2136,E039,2026-10-13,Desarrollo de Software,Testing,99.0,Aprobado,Extensión,Ricardo Vaca,1997-09-21,Ciencias de Datos,Extensión,Parcial,Egresado,True,False,2026,10,True,2026-08-18
PRJ-2137,E041,2026-10-14,Sistemas de Bases de Datos,Script SQL,88.0,Aprobado,Extensión,Andrés Palacios,2002-02-14,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2138,E044,2026-10-14,DataOps,Deploy,92.0,Aprobado,Extensión,Mónica Salgado,1999-08-08,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2139,E047,2026-10-15,Desarrollo de Software,Prototipo,98.0,Aprobado,Extensión,Víctor Peña,2001-01-30,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2140,E049,2026-10-15,Sistemas de Bases de Datos,Normalización,96.0,Aprobado,Extensión,Eduardo Falconí,2002-05-05,Ciencias de Datos,Extensión,Completa,Activo,True,False,2026,10,True,2026-08-18
PRJ-2141,E052,2026-10-16,DataOps,Pipeline,97.0,Aprobado,Extensión,Carmen Iglesias,1997-10-24,Ingeniería de Software,Extensión,Completa,Egresado,True,False,2026,10,True,2026-08-18
PRJ-2142,E054,2026-10-16,Desarrollo de Software,API REST,93.0,Aprobado,Extensión,Blanca Pinos,1998-02-28,Ingeniería de Software,Extensión,Parcial,Inactivo,True,False,2026,10,True,2026-08-18
PRJ-2143,E057,2026-10-17,Sistemas de Bases de Datos,Modelado ER,91.0,Aprobado,Extensión,Hugo Valencia,2000-08-08,Ciencias de Datos,Extensión,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-2144,E059,2026-10-17,DataOps,Deploy,95.0,Aprobado,Extensión,Félix Zapata,2001-11-22,Ciencias de Datos,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2145,E004,2026-10-18,Desarrollo de Software,Testing,92.0,Aprobado,Extensión,Valentina Castro,2001-04-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-2146,E005,2026-10-18,Sistemas de Bases de Datos,Script SQL,97.0,Aprobado,Extensión,Sebastián Ortiz,1997-05-12,Ciencias de Datos,Extensión,Ninguna,Egresado,True,False,2026,10,True,2026-08-18
PRJ-2147,E009,2026-10-19,DataOps,Pipeline,90.0,Aprobado,Extensión,Nicolás Cruz,2002-09-14,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
PRJ-2148,E010,2026-10-19,Desarrollo de Software,Prototipo,100.0,Aprobado,Extensión,Sofía Paredes,2001-10-01,Ingeniería de Software,Extensión,Completa,Activo,True,False,2026,10,True,2026-08-18
PRJ-2149,E014,2026-10-20,Sistemas de Bases de Datos,Normalización,86.0,Aprobado,Extensión,Emma Villagómez,2001-12-05,Ingeniería de Software,Extensión,Parcial,Activo,True,False,2026,10,True,2026-08-18
PRJ-2150,E015,2026-10-20,DataOps,Deploy,89.0,Aprobado,Extensión,Samuel Cárdenas,1999-12-18,Ingeniería de Software,Extensión,Ninguna,Activo,True,False,2026,10,True,2026-08-18
